epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,21040.3,1.50409,0.86709,0.95301,0.79388,0.65231,0.75538,0.43645,1.43157,0.80553,0.93833,0.00552025,0.00552025,0.00552025
183,21149.6,1.50547,0.86827,0.95318,0.79404,0.65236,0.75547,0.4365,1.43127,0.80525,0.93824,0.0054955,0.0054955,0.0054955
184,21259.6,1.50589,0.86848,0.95314,0.79379,0.65282,0.75558,0.43651,1.43089,0.80493,0.93808,0.00547075,0.00547075,0.00547075
185,21368.5,1.50609,0.86862,0.95312,0.79493,0.65246,0.7559,0.43711,1.42958,0.80451,0.93782,0.005446,0.005446,0.005446
186,21490.6,1.50481,0.86797,0.95307,0.79419,0.65291,0.75592,0.43678,1.43003,0.80452,0.93777,0.00542125,0.00542125,0.00542125
187,21599.2,1.5058,0.86803,0.95245,0.79476,0.65277,0.75606,0.43698,1.42988,0.80454,0.93772,0.0053965,0.0053965,0.0053965
188,21720.8,1.5049,0.86792,0.95346,0.79515,0.65255,0.7562,0.43769,1.42863,0.80425,0.93761,0.00537175,0.00537175,0.00537175
189,21829.4,1.50381,0.86726,0.95282,0.79554,0.65234,0.75615,0.43748,1.42902,0.80437,0.93769,0.005347,0.005347,0.005347
190,21950.1,1.50203,0.86663,0.95277,0.795,0.65257,0.75604,0.43733,1.42941,0.80445,0.93786,0.00532225,0.00532225,0.00532225
191,22060.3,1.50339,0.86622,0.95259,0.79554,0.65245,0.75618,0.43752,1.4286,0.80389,0.93765,0.0052975,0.0052975,0.0052975
192,22169.4,1.50513,0.86769,0.95306,0.79447,0.65304,0.75614,0.43715,1.4296,0.80423,0.93773,0.00527275,0.00527275,0.00527275
193,22291.4,1.50117,0.86518,0.95207,0.79399,0.65334,0.75616,0.43729,1.42985,0.80454,0.93773,0.005248,0.005248,0.005248
194,22404,1.50191,0.86498,0.95208,0.79378,0.65337,0.75618,0.43729,1.42961,0.80424,0.93765,0.00522325,0.00522325,0.00522325
195,22519.8,1.50239,0.86657,0.95215,0.79498,0.65298,0.75649,0.43801,1.42775,0.80347,0.93729,0.0051985,0.0051985,0.0051985
196,22641.9,1.50023,0.8657,0.95181,0.79415,0.65318,0.75624,0.43752,1.42918,0.80403,0.93743,0.00517375,0.00517375,0.00517375
197,22753.1,1.502,0.86611,0.95207,0.79397,0.65326,0.75628,0.43714,1.42986,0.80395,0.93749,0.005149,0.005149,0.005149
198,22864.5,1.50085,0.86593,0.95259,0.79422,0.65314,0.75618,0.43658,1.43083,0.8039,0.9374,0.00512425,0.00512425,0.00512425
199,22980.2,1.50216,0.86553,0.952,0.7948,0.65282,0.75622,0.43693,1.4302,0.80374,0.93732,0.0050995,0.0050995,0.0050995
200,23104.1,1.5013,0.8664,0.95232,0.79399,0.65355,0.75643,0.43723,1.42994,0.80382,0.93728,0.00507475,0.00507475,0.00507475
201,23217.9,1.50039,0.86503,0.95198,0.79452,0.65301,0.75634,0.43707,1.43039,0.80386,0.93729,0.00505,0.00505,0.00505
202,23338.1,1.49937,0.86563,0.95235,0.79427,0.65338,0.75648,0.43769,1.42914,0.80346,0.93721,0.00502525,0.00502525,0.00502525
203,23458.2,1.49875,0.86403,0.9516,0.79466,0.65347,0.75678,0.43845,1.42696,0.80276,0.93703,0.0050005,0.0050005,0.0050005
204,23570,1.50095,0.86575,0.9524,0.79493,0.65334,0.75671,0.43805,1.4278,0.80285,0.93713,0.00497575,0.00497575,0.00497575
205,23679.1,1.49824,0.86519,0.95178,0.79413,0.65359,0.75646,0.43757,1.42916,0.80328,0.93733,0.004951,0.004951,0.004951
206,23789.4,1.49787,0.86283,0.95165,0.79454,0.65342,0.75651,0.43766,1.4288,0.80289,0.93712,0.00492625,0.00492625,0.00492625
207,23907.3,1.49948,0.86433,0.95135,0.79399,0.65363,0.75648,0.43773,1.42821,0.80271,0.93706,0.0049015,0.0049015,0.0049015
208,24019.6,1.49794,0.8636,0.95122,0.79408,0.65371,0.75648,0.43742,1.42897,0.80283,0.93706,0.00487675,0.00487675,0.00487675
209,24134.5,1.49888,0.86478,0.95177,0.79406,0.65399,0.75673,0.43806,1.42753,0.80249,0.937,0.004852,0.004852,0.004852
210,24258.8,1.49801,0.8641,0.95094,0.79445,0.65364,0.75667,0.43821,1.42736,0.80271,0.93707,0.00482725,0.00482725,0.00482725
211,24377.9,1.49691,0.8635,0.95102,0.79499,0.65314,0.75661,0.43769,1.42876,0.80298,0.93705,0.0048025,0.0048025,0.0048025
212,24487.8,1.49804,0.86374,0.95179,0.79554,0.6528,0.75655,0.4376,1.42897,0.80304,0.93714,0.00477775,0.00477775,0.00477775
213,24609.5,1.49601,0.86236,0.95059,0.79498,0.65357,0.75673,0.43777,1.42856,0.80271,0.93707,0.004753,0.004753,0.004753
214,24725.7,1.4991,0.86534,0.95169,0.79508,0.65339,0.75672,0.43766,1.42913,0.803,0.93728,0.00472825,0.00472825,0.00472825
215,24834.7,1.49548,0.86385,0.9512,0.79507,0.65341,0.7567,0.4372,1.43026,0.80311,0.93745,0.0047035,0.0047035,0.0047035
216,24946.4,1.49598,0.86231,0.95091,0.79548,0.65342,0.75686,0.43733,1.43024,0.80307,0.93756,0.00467875,0.00467875,0.00467875
217,25058.9,1.49512,0.86235,0.95176,0.79525,0.65355,0.75687,0.43723,1.43078,0.80317,0.93771,0.004654,0.004654,0.004654
218,25184.1,1.49478,0.86251,0.95159,0.79543,0.65373,0.75701,0.43757,1.42944,0.80268,0.93748,0.00462925,0.00462925,0.00462925
219,25308.1,1.4972,0.86402,0.95144,0.7952,0.65392,0.75712,0.43777,1.42924,0.80268,0.93744,0.0046045,0.0046045,0.0046045
220,25432.7,1.49583,0.86085,0.95072,0.79552,0.65386,0.75719,0.43797,1.42908,0.80251,0.93737,0.00457975,0.00457975,0.00457975
221,25549.3,1.49504,0.8618,0.95096,0.79478,0.65444,0.75731,0.43812,1.42849,0.80231,0.93725,0.004555,0.004555,0.004555
222,25659,1.494,0.86213,0.95051,0.79513,0.65417,0.75729,0.43809,1.42847,0.80227,0.9372,0.00453025,0.00453025,0.00453025
223,25772.7,1.49435,0.86196,0.95096,0.7946,0.65472,0.75752,0.43875,1.42671,0.80161,0.93695,0.0045055,0.0045055,0.0045055
224,25884.9,1.49398,0.86149,0.95068,0.7949,0.65461,0.75751,0.43875,1.4263,0.8015,0.93693,0.00448075,0.00448075,0.00448075
225,26010.3,1.49366,0.86005,0.95022,0.79535,0.65408,0.75738,0.43845,1.42746,0.80192,0.93712,0.004456,0.004456,0.004456
226,26122.5,1.49313,0.86234,0.95083,0.79538,0.65333,0.75688,0.43744,1.42991,0.80276,0.93746,0.00443125,0.00443125,0.00443125
227,26242.5,1.49293,0.86093,0.95055,0.79487,0.65387,0.75702,0.4378,1.42864,0.80224,0.93721,0.0044065,0.0044065,0.0044065
228,26351,1.49254,0.85997,0.95027,0.79467,0.65375,0.75688,0.43746,1.42949,0.80258,0.93729,0.00438175,0.00438175,0.00438175
229,26464.2,1.49124,0.86007,0.95048,0.7947,0.65387,0.75691,0.43763,1.42887,0.80225,0.93724,0.004357,0.004357,0.004357
230,26580.2,1.4911,0.86027,0.95051,0.79478,0.65397,0.75705,0.438,1.42805,0.80212,0.93714,0.00433225,0.00433225,0.00433225
231,26690,1.49125,0.85997,0.95028,0.79479,0.65389,0.7571,0.43837,1.42728,0.80189,0.937,0.0043075,0.0043075,0.0043075
232,26803.9,1.49215,0.86018,0.94996,0.79551,0.6536,0.75732,0.43882,1.42606,0.80147,0.93679,0.00428275,0.00428275,0.00428275
233,26922.7,1.49156,0.86067,0.95026,0.79512,0.65395,0.75735,0.43916,1.42488,0.80118,0.93661,0.004258,0.004258,0.004258
234,27047.2,1.48877,0.85895,0.95034,0.79499,0.65415,0.75732,0.43915,1.42468,0.8013,0.93667,0.00423325,0.00423325,0.00423325
235,27155.4,1.49066,0.85986,0.94995,0.79524,0.65364,0.75701,0.43857,1.42556,0.80156,0.93672,0.0042085,0.0042085,0.0042085
236,27267.5,1.4893,0.85818,0.94955,0.79537,0.65355,0.75707,0.43836,1.4257,0.80153,0.93669,0.00418375,0.00418375,0.00418375
237,27377.1,1.48878,0.85828,0.94951,0.79483,0.65377,0.75695,0.43844,1.4258,0.80142,0.93674,0.004159,0.004159,0.004159
238,27499,1.48965,0.85881,0.94987,0.79498,0.65408,0.75724,0.4389,1.42467,0.80099,0.9365,0.00413425,0.00413425,0.00413425
239,27621,1.48994,0.85868,0.95019,0.79458,0.65433,0.75732,0.43906,1.42426,0.80092,0.93643,0.0041095,0.0041095,0.0041095
240,27741.3,1.48969,0.85892,0.94953,0.79432,0.65447,0.75728,0.43891,1.42489,0.801,0.93662,0.00408475,0.00408475,0.00408475
241,27855.2,1.48873,0.85799,0.94933,0.79439,0.65437,0.75723,0.43879,1.42508,0.80112,0.93667,0.00406,0.00406,0.00406
242,27973.6,1.48787,0.85757,0.94995,0.79392,0.65453,0.75713,0.43872,1.42532,0.8013,0.93668,0.00403525,0.00403525,0.00403525
243,28099.7,1.48792,0.85758,0.94905,0.79426,0.65439,0.75722,0.43899,1.42429,0.80071,0.93656,0.0040105,0.0040105,0.0040105
244,28209,1.48758,0.85806,0.94984,0.79486,0.65421,0.75737,0.43932,1.42327,0.80025,0.93631,0.00398575,0.00398575,0.00398575
245,28318.4,1.48724,0.85785,0.94928,0.79402,0.65487,0.7574,0.4395,1.42276,0.80011,0.93623,0.003961,0.003961,0.003961
246,28427.1,1.48538,0.85657,0.94919,0.7944,0.6548,0.75753,0.43947,1.42281,0.80002,0.9361,0.00393625,0.00393625,0.00393625
247,28537.7,1.48787,0.85845,0.94942,0.79447,0.65494,0.75769,0.43981,1.42185,0.79972,0.9359,0.0039115,0.0039115,0.0039115
248,28650.3,1.48642,0.85688,0.94926,0.79404,0.65522,0.75768,0.43981,1.42212,0.79965,0.93591,0.00388675,0.00388675,0.00388675
249,28761.2,1.48754,0.85706,0.94918,0.79388,0.6553,0.75772,0.43978,1.42273,0.79983,0.93594,0.003862,0.003862,0.003862
250,28877.9,1.48586,0.85711,0.94894,0.79431,0.65487,0.75771,0.43981,1.4231,0.80002,0.93598,0.00383725,0.00383725,0.00383725
251,29001.9,1.48595,0.85611,0.94867,0.79344,0.65539,0.75768,0.43973,1.42375,0.80021,0.93604,0.0038125,0.0038125,0.0038125
252,29110.6,1.48505,0.8564,0.94917,0.79363,0.65525,0.75777,0.44005,1.42321,0.80007,0.93592,0.00378775,0.00378775,0.00378775
253,29219.7,1.48625,0.85726,0.94995,0.79438,0.65491,0.75787,0.44013,1.42342,0.80016,0.93592,0.003763,0.003763,0.003763
254,29329.9,1.48374,0.85585,0.94854,0.79447,0.65483,0.75793,0.44035,1.42277,0.80009,0.93585,0.00373825,0.00373825,0.00373825
255,29451.8,1.48409,0.85579,0.94925,0.79427,0.65491,0.75787,0.44041,1.4225,0.79987,0.93583,0.0037135,0.0037135,0.0037135
256,29578.3,1.48402,0.8554,0.94883,0.79432,0.65483,0.75779,0.44009,1.42301,0.8,0.93585,0.00368875,0.00368875,0.00368875
257,29700.9,1.48474,0.85555,0.94838,0.79414,0.655,0.75785,0.44032,1.42235,0.79956,0.93579,0.003664,0.003664,0.003664
258,29811,1.48408,0.85614,0.94865,0.79423,0.6548,0.7577,0.43998,1.42325,0.7999,0.93597,0.00363925,0.00363925,0.00363925
259,29922.3,1.48146,0.85481,0.9484,0.79432,0.65495,0.75782,0.44004,1.42307,0.79978,0.93592,0.0036145,0.0036145,0.0036145
260,30033.9,1.48312,0.85578,0.94875,0.79427,0.6554,0.75804,0.44052,1.42225,0.79955,0.93591,0.00358975,0.00358975,0.00358975
261,30142.8,1.48157,0.85428,0.94886,0.79476,0.65539,0.75825,0.44115,1.42042,0.79877,0.93564,0.003565,0.003565,0.003565
262,30273.5,1.4811,0.854,0.94797,0.79449,0.65564,0.75836,0.44152,1.41954,0.79851,0.93553,0.00354025,0.00354025,0.00354025
263,30385,1.48055,0.85343,0.9479,0.79523,0.65531,0.75843,0.44167,1.41912,0.79827,0.93552,0.0035155,0.0035155,0.0035155
264,30498.1,1.48247,0.85461,0.94828,0.79492,0.65554,0.75851,0.44184,1.41902,0.79808,0.93546,0.00349075,0.00349075,0.00349075
265,30610.1,1.4794,0.85309,0.94769,0.79491,0.65587,0.75871,0.44253,1.41682,0.79712,0.93512,0.003466,0.003466,0.003466
266,30721.2,1.47929,0.85373,0.94852,0.79548,0.65535,0.75861,0.44242,1.41672,0.79715,0.93509,0.00344125,0.00344125,0.00344125
267,30845.2,1.47913,0.8543,0.94816,0.79586,0.65535,0.75876,0.44258,1.41568,0.79685,0.93495,0.0034165,0.0034165,0.0034165
268,30960.7,1.47925,0.85227,0.94762,0.79566,0.65565,0.75882,0.44274,1.41499,0.79667,0.93482,0.00339175,0.00339175,0.00339175
269,31072.3,1.47987,0.85368,0.94855,0.79557,0.65604,0.75893,0.44302,1.41451,0.79659,0.93474,0.003367,0.003367,0.003367
270,31183,1.47906,0.85224,0.94805,0.79656,0.65551,0.75899,0.44286,1.41471,0.79657,0.93476,0.00334225,0.00334225,0.00334225
271,31294.5,1.47787,0.85246,0.94732,0.79627,0.65574,0.75902,0.44318,1.41422,0.79635,0.9347,0.0033175,0.0033175,0.0033175
272,31405.1,1.47834,0.85208,0.94765,0.79649,0.65573,0.75904,0.44312,1.41454,0.79632,0.93479,0.00329275,0.00329275,0.00329275
273,31514.3,1.47876,0.85232,0.94823,0.797,0.65525,0.75891,0.44281,1.41552,0.79666,0.93502,0.003268,0.003268,0.003268
274,31641.7,1.47678,0.85151,0.94731,0.79692,0.65558,0.75901,0.44304,1.41506,0.79659,0.93494,0.00324325,0.00324325,0.00324325
275,31764.9,1.47758,0.85183,0.94766,0.7968,0.65532,0.75872,0.44252,1.41625,0.79684,0.93511,0.0032185,0.0032185,0.0032185
276,31875.6,1.47836,0.85189,0.94792,0.79672,0.65551,0.75876,0.44237,1.41639,0.79675,0.93519,0.00319375,0.00319375,0.00319375
277,31988.8,1.47719,0.85203,0.94767,0.79642,0.65577,0.75873,0.44241,1.41657,0.79673,0.93518,0.003169,0.003169,0.003169
278,32101.3,1.47603,0.85114,0.94699,0.79686,0.65562,0.75882,0.44236,1.41682,0.79684,0.93522,0.00314425,0.00314425,0.00314425
279,32211.3,1.47574,0.85108,0.94735,0.79743,0.65544,0.75896,0.44251,1.41666,0.79685,0.93524,0.0031195,0.0031195,0.0031195
280,32320.6,1.47653,0.85184,0.94746,0.79732,0.6558,0.75908,0.4426,1.41602,0.7964,0.93521,0.00309475,0.00309475,0.00309475
281,32444.9,1.47671,0.85092,0.94725,0.79729,0.65559,0.75896,0.44236,1.41666,0.79638,0.93539,0.00307,0.00307,0.00307
282,32556.9,1.47582,0.85016,0.94659,0.79701,0.65599,0.7591,0.44295,1.41537,0.79581,0.93519,0.00304525,0.00304525,0.00304525
283,32684.9,1.47509,0.85037,0.94672,0.79726,0.65586,0.75912,0.44288,1.41556,0.79579,0.93516,0.0030205,0.0030205,0.0030205
284,32809,1.47555,0.85077,0.94704,0.79664,0.65627,0.75909,0.44269,1.41641,0.79609,0.93526,0.00299575,0.00299575,0.00299575
285,32920.4,1.47376,0.84874,0.94647,0.79741,0.65607,0.75929,0.44298,1.41564,0.79586,0.9351,0.002971,0.002971,0.002971
286,33032.1,1.47386,0.85024,0.94761,0.79768,0.65587,0.75928,0.4431,1.41514,0.79573,0.93507,0.00294625,0.00294625,0.00294625
287,33161.9,1.47509,0.84972,0.94666,0.79767,0.65621,0.75948,0.44339,1.41431,0.79546,0.93489,0.0029215,0.0029215,0.0029215
288,33284.8,1.47309,0.84953,0.94655,0.79801,0.65623,0.75968,0.44388,1.41305,0.79504,0.93467,0.00289675,0.00289675,0.00289675
289,33394.5,1.47124,0.84798,0.94627,0.79854,0.65601,0.75973,0.44401,1.41318,0.79531,0.9347,0.002872,0.002872,0.002872
290,33511.1,1.47163,0.84909,0.94646,0.79871,0.65573,0.75966,0.44393,1.41303,0.79521,0.93459,0.00284725,0.00284725,0.00284725
291,33622.1,1.47106,0.8494,0.94708,0.79881,0.65609,0.7599,0.4445,1.41157,0.79468,0.93445,0.0028225,0.0028225,0.0028225
292,33738.5,1.47012,0.84768,0.94608,0.79846,0.65612,0.75974,0.4443,1.41234,0.79491,0.93458,0.00279775,0.00279775,0.00279775
293,33847.8,1.47084,0.84825,0.94649,0.79878,0.65581,0.75968,0.44443,1.41212,0.79491,0.93452,0.002773,0.002773,0.002773
294,33957,1.47037,0.84772,0.94552,0.79881,0.65601,0.7598,0.44446,1.4118,0.79463,0.93435,0.00274825,0.00274825,0.00274825
295,34066.8,1.47022,0.84756,0.94582,0.7982,0.65663,0.7599,0.44492,1.41037,0.79407,0.93418,0.0027235,0.0027235,0.0027235
296,34178.7,1.47085,0.8479,0.94637,0.79828,0.65647,0.7599,0.44492,1.41042,0.79408,0.9342,0.00269875,0.00269875,0.00269875
297,34296.6,1.47041,0.84757,0.94602,0.79858,0.65644,0.76006,0.44522,1.40957,0.79378,0.9341,0.002674,0.002674,0.002674
298,34407.3,1.47151,0.84813,0.94629,0.79812,0.65681,0.76001,0.44514,1.40958,0.79377,0.93416,0.00264925,0.00264925,0.00264925
299,34519,1.46997,0.84719,0.94558,0.79805,0.65703,0.76019,0.44539,1.40892,0.79373,0.93412,0.0026245,0.0026245,0.0026245
300,34630,1.47042,0.84768,0.94599,0.79848,0.65682,0.76039,0.44581,1.40795,0.79322,0.93389,0.00259975,0.00259975,0.00259975
301,34739,1.46809,0.8462,0.94509,0.7984,0.65675,0.76032,0.4456,1.40814,0.79331,0.93382,0.002575,0.002575,0.002575
302,34861,1.46743,0.84646,0.94543,0.79817,0.65706,0.76043,0.4458,1.40763,0.793,0.93375,0.00255025,0.00255025,0.00255025
303,34982,1.46638,0.84526,0.94549,0.7979,0.65747,0.76046,0.44561,1.40764,0.7928,0.93367,0.0025255,0.0025255,0.0025255
304,35096.2,1.4679,0.84686,0.9453,0.79835,0.65721,0.76046,0.44579,1.40692,0.79266,0.93352,0.00250075,0.00250075,0.00250075
305,35208.2,1.468,0.84566,0.94533,0.79758,0.65772,0.76044,0.446,1.40657,0.79256,0.93347,0.002476,0.002476,0.002476
306,35319.2,1.46628,0.84432,0.94531,0.79831,0.65717,0.76046,0.44624,1.40615,0.79255,0.93346,0.00245125,0.00245125,0.00245125
307,35440.3,1.46594,0.84491,0.94514,0.79775,0.65748,0.76043,0.44645,1.40561,0.79251,0.93339,0.0024265,0.0024265,0.0024265
308,35556,1.46581,0.84475,0.94504,0.79841,0.6573,0.76061,0.44681,1.40452,0.79192,0.93314,0.00240175,0.00240175,0.00240175
309,35663.1,1.4665,0.84501,0.9449,0.79798,0.65766,0.76064,0.44686,1.40448,0.79199,0.93315,0.002377,0.002377,0.002377
310,35773.7,1.46345,0.8442,0.94511,0.79857,0.65754,0.76095,0.44761,1.4029,0.7916,0.93292,0.00235225,0.00235225,0.00235225
311,35903.4,1.46331,0.84366,0.94449,0.7982,0.65796,0.76116,0.44781,1.40289,0.79177,0.93288,0.0023275,0.0023275,0.0023275
312,36024.2,1.46535,0.84488,0.94542,0.79837,0.65799,0.76123,0.44775,1.40292,0.79159,0.93284,0.00230275,0.00230275,0.00230275
313,36149.2,1.46413,0.84333,0.94433,0.79901,0.65739,0.76112,0.44777,1.40252,0.79148,0.9328,0.002278,0.002278,0.002278
314,36277,1.46226,0.843,0.94504,0.79856,0.65766,0.76109,0.44798,1.40179,0.79117,0.93272,0.00225325,0.00225325,0.00225325
315,36402.2,1.46256,0.84363,0.94501,0.79783,0.65801,0.76103,0.44804,1.40181,0.7912,0.93269,0.0022285,0.0022285,0.0022285
316,36512,1.46153,0.8431,0.94501,0.79827,0.6576,0.76097,0.448,1.40185,0.79126,0.93265,0.00220375,0.00220375,0.00220375
317,36624.4,1.46182,0.8416,0.94368,0.79823,0.65779,0.76102,0.44812,1.4017,0.79127,0.93259,0.002179,0.002179,0.002179
318,36741.1,1.46224,0.8422,0.9443,0.79862,0.65759,0.76107,0.44833,1.40145,0.79137,0.93261,0.00215425,0.00215425,0.00215425
319,36863.2,1.46222,0.84224,0.94375,0.79853,0.65758,0.76106,0.44837,1.4011,0.79109,0.93238,0.0021295,0.0021295,0.0021295
320,36977.7,1.4599,0.84242,0.94419,0.79837,0.6578,0.76119,0.44853,1.40034,0.7908,0.93213,0.00210475,0.00210475,0.00210475
321,37097.8,1.46083,0.8419,0.94388,0.79897,0.65794,0.76144,0.44899,1.39943,0.7904,0.93211,0.00208,0.00208,0.00208
322,37208.9,1.4603,0.84099,0.94419,0.79915,0.65802,0.76157,0.44916,1.39911,0.79039,0.93218,0.00205525,0.00205525,0.00205525
323,37332.5,1.46106,0.84197,0.94437,0.79927,0.65773,0.76148,0.44892,1.39922,0.79031,0.9321,0.0020305,0.0020305,0.0020305
324,37441.5,1.46077,0.84297,0.94494,0.79864,0.65793,0.76143,0.4487,1.40035,0.79078,0.93227,0.00200575,0.00200575,0.00200575
325,37555.5,1.45863,0.84001,0.94361,0.79837,0.65805,0.76138,0.44876,1.4001,0.7907,0.93211,0.001981,0.001981,0.001981
326,37666.3,1.45969,0.84132,0.94367,0.79836,0.65815,0.76144,0.44877,1.40025,0.79085,0.93211,0.00195625,0.00195625,0.00195625
327,37777.1,1.45921,0.8408,0.94339,0.79831,0.65843,0.76159,0.44921,1.39929,0.79055,0.93192,0.0019315,0.0019315,0.0019315
328,37885.9,1.45751,0.84015,0.94306,0.7989,0.65834,0.76174,0.44958,1.39832,0.79029,0.9317,0.00190675,0.00190675,0.00190675
329,37993.9,1.45725,0.83904,0.94325,0.79908,0.65796,0.76153,0.44931,1.3987,0.79043,0.93166,0.001882,0.001882,0.001882
330,38120.3,1.45675,0.83868,0.94337,0.79848,0.65829,0.7615,0.44931,1.39932,0.79076,0.93171,0.00185725,0.00185725,0.00185725
331,38229.5,1.45563,0.83924,0.94338,0.79879,0.65816,0.76166,0.44957,1.39868,0.79058,0.93159,0.0018325,0.0018325,0.0018325
332,38338.5,1.45586,0.83886,0.9424,0.79802,0.65875,0.76171,0.44969,1.39881,0.79073,0.93159,0.00180775,0.00180775,0.00180775
333,38454.2,1.45457,0.83925,0.9427,0.79857,0.65823,0.76162,0.4495,1.39929,0.79113,0.93161,0.001783,0.001783,0.001783
334,38563.5,1.45382,0.83808,0.94223,0.79837,0.65856,0.76168,0.44952,1.39895,0.7909,0.93154,0.00175825,0.00175825,0.00175825
335,38691.6,1.4563,0.83902,0.94317,0.79866,0.65823,0.76162,0.44941,1.39901,0.79112,0.93151,0.0017335,0.0017335,0.0017335
336,38808.5,1.45592,0.83879,0.94272,0.79877,0.65851,0.76181,0.44974,1.39795,0.79076,0.93134,0.00170875,0.00170875,0.00170875
337,38918.3,1.45378,0.83757,0.94252,0.79827,0.65883,0.76179,0.44973,1.39759,0.79071,0.93128,0.001684,0.001684,0.001684
338,39027.6,1.45185,0.83672,0.94196,0.79948,0.65854,0.7621,0.45019,1.39653,0.79042,0.93112,0.00165925,0.00165925,0.00165925
339,39136.3,1.45159,0.83644,0.94257,0.80033,0.65794,0.76211,0.45029,1.39645,0.79062,0.93113,0.0016345,0.0016345,0.0016345
340,39254.9,1.4508,0.8364,0.94253,0.79989,0.65842,0.76217,0.45013,1.39698,0.79077,0.93116,0.00160975,0.00160975,0.00160975
341,39366.4,1.45136,0.83532,0.94183,0.79945,0.65849,0.76197,0.44981,1.39787,0.79098,0.93129,0.001585,0.001585,0.001585
342,39476.5,1.45216,0.83573,0.94202,0.80024,0.65832,0.76223,0.44999,1.39748,0.79065,0.93114,0.00156025,0.00156025,0.00156025
343,39586.9,1.45135,0.83673,0.94192,0.79966,0.65894,0.76243,0.45012,1.39771,0.79082,0.93107,0.0015355,0.0015355,0.0015355
344,39699.9,1.44919,0.83516,0.94135,0.80075,0.65819,0.7625,0.45028,1.39744,0.79078,0.93098,0.00151075,0.00151075,0.00151075
345,39810.4,1.44914,0.83525,0.94156,0.80036,0.65875,0.76262,0.45055,1.39682,0.79069,0.93092,0.001486,0.001486,0.001486
346,39932.6,1.44888,0.83457,0.94173,0.80022,0.65886,0.7626,0.45049,1.39698,0.79078,0.93101,0.00146125,0.00146125,0.00146125
347,40045.1,1.44883,0.83416,0.94115,0.80078,0.65837,0.76248,0.45025,1.39746,0.79093,0.93109,0.0014365,0.0014365,0.0014365
348,40161.9,1.44843,0.83473,0.94147,0.80071,0.65854,0.76253,0.45007,1.39785,0.79103,0.93101,0.00141175,0.00141175,0.00141175
349,40271.3,1.44748,0.8338,0.94086,0.80105,0.65832,0.76254,0.45014,1.39783,0.79106,0.93096,0.001387,0.001387,0.001387
350,40380.1,1.44738,0.83373,0.94098,0.80022,0.65882,0.7625,0.4498,1.3984,0.79099,0.93094,0.00136225,0.00136225,0.00136225
351,40491.7,1.44688,0.83409,0.94143,0.80091,0.65817,0.7624,0.44997,1.39805,0.79107,0.93093,0.0013375,0.0013375,0.0013375
352,40622.6,1.44635,0.83309,0.94056,0.80107,0.65803,0.76237,0.44987,1.39831,0.79124,0.93094,0.00131275,0.00131275,0.00131275
353,40733.1,1.4472,0.83439,0.94146,0.80106,0.65789,0.76227,0.44984,1.39812,0.79121,0.93095,0.001288,0.001288,0.001288
354,40846.9,1.44467,0.83213,0.94115,0.80148,0.65784,0.7624,0.44996,1.3976,0.791,0.9309,0.00126325,0.00126325,0.00126325
355,40971.3,1.44447,0.83181,0.94031,0.80146,0.65778,0.76236,0.44992,1.39771,0.7911,0.93087,0.0012385,0.0012385,0.0012385
356,41093.2,1.44353,0.8311,0.94062,0.80134,0.6578,0.76236,0.4499,1.39764,0.79098,0.93081,0.00121375,0.00121375,0.00121375
357,41201.7,1.44294,0.83101,0.94065,0.80078,0.65833,0.76237,0.45004,1.39725,0.79092,0.93087,0.001189,0.001189,0.001189
358,41317.3,1.44258,0.8311,0.93999,0.80165,0.65784,0.76249,0.45005,1.39717,0.79083,0.93081,0.00116425,0.00116425,0.00116425
359,41428.7,1.44108,0.83033,0.9403,0.80153,0.65824,0.76267,0.45038,1.39609,0.79034,0.93066,0.0011395,0.0011395,0.0011395
360,41545.8,1.44072,0.82909,0.93867,0.80101,0.65874,0.76281,0.45058,1.39578,0.78999,0.9306,0.00111475,0.00111475,0.00111475
361,41670.2,1.44101,0.8301,0.93987,0.80128,0.65839,0.76254,0.45022,1.39638,0.79021,0.93073,0.00109,0.00109,0.00109
362,41791.6,1.44172,0.82981,0.94008,0.80152,0.65832,0.76254,0.45007,1.39668,0.79024,0.9307,0.00106525,0.00106525,0.00106525
363,41917.5,1.43979,0.82934,0.93958,0.80155,0.65831,0.76249,0.45008,1.3967,0.79018,0.93066,0.0010405,0.0010405,0.0010405
364,42026.4,1.43844,0.82907,0.93934,0.80083,0.65872,0.76244,0.45027,1.39623,0.78999,0.93063,0.00101575,0.00101575,0.00101575
365,42154.4,1.4397,0.82871,0.93938,0.80107,0.65886,0.76269,0.45024,1.39613,0.78983,0.93058,0.000991,0.000991,0.000991
366,42280.7,1.43803,0.82792,0.93906,0.80161,0.65859,0.76274,0.45013,1.39605,0.78992,0.93047,0.00096625,0.00096625,0.00096625
367,42406.6,1.43784,0.82855,0.93926,0.80137,0.6585,0.76256,0.44996,1.3965,0.79013,0.93052,0.0009415,0.0009415,0.0009415
368,42525.4,1.43787,0.82742,0.9391,0.80103,0.65856,0.7625,0.44965,1.39769,0.79056,0.93069,0.00091675,0.00091675,0.00091675
